id,title,date,year,period,period_norm,creator,country,country_pt,medium,medium_norm,support,source_archive,url,thumbnail_url,description,citation_abnt,motif_str,tags_str,in_scope,scope_note,desincorporacao,rigidez_postural,dessexualizacao,uniformizacao_facial,heraldizacao,enquadramento_arquitetonico,apagamento_narrativo,monocromatizacao,serialidade,inscricao_estatal,purificacao_composto,regime_iconocratico,coded_by,coded_at,notes
FR-PIAST-1885,Piastre de Commerce — Marianne Assise avec Fasces,1885-1928,1885,Third Republic (1885-1928),Terceira República (1885-1928),Jean-Auguste Barre (designer),France,França,"Coin (silver .900, 27.215g)",coin,moeda,Numista,https://en.numista.com/catalogue/pieces4510.html,,"Marianne seated left on throne holding fasces, wearing radiate crown. Wheat bundles to left, anchor to right. Reverse: INDO-CHINE FRANÇAISE. Colonial trade coin for Indochina.","MONNAIE DE PARIS. Piastre de Commerce. 1885-1928. Moeda, prata .900, 27,215 g. Disponível em: https://en.numista.com/catalogue/pieces4510.html. Acesso em: 01 abr. 2026.",Marianne,"female allegory, Marianne, colonial, Indochina",True,,1,3,3,3,3,0,2,3,3,2,2.3,militar,batch-tentative-2026-04-25,2026-04-25T19:23:34.529869+00:00,PENDING_REVIEW — French Piast dynastic stamp. Scores tentative.
FR-SEM-1898,Semeuse 1 Franc silver coin (Oscar Roty),1898,1898,Third Republic (1870-1940),,Louis Oscar Roty,France,,"Coin (silver 835‰, 5g, 23mm)",,moeda,Numista,https://en.numista.com/catalogue/pieces682.html,,Semeuse 1 Franc silver coin (Oscar Roty),Semeuse 1 Franc silver coin (Oscar Roty),,,True,,2,2,2,2,2,3,3,3,3,3,2.5,normativo,iconocode-opus,2026-03-31T23:00:00Z,
FR-SEM-SELO-1903,Semeuse — Selo Definitivo da República Francesa (Oscar Roty / Mouchon),1903-1960,1903,Third Republic onward (1903-1960),Terceira República (1903-1960),"Louis-Oscar Roty (original design), Louis-Eugène Mouchon (stamp adaptation)",France,França,"Postage stamp (definitive series, multiple denominations)",stamp,selo,Wikipedia / Colnect,https://en.wikipedia.org/wiki/Sowing_(Oscar_Roty),,"Marianne in flowing robes and Phrygian cap sowing seeds with extended right arm, seed bag under left arm. Rising sun on horizon (1903 version). Design from Roty medal (1887), adapted for coin (1897) then stamp (1903). Quintessential NORMATIVE Marianne: peaceful, productive, nurturing.","LA POSTE. La Semeuse. 1903-1960. Selo postal, série definitiva. Design: Oscar Roty / Louis-Eugène Mouchon. Disponível em: https://en.wikipedia.org/wiki/Sowing_(Oscar_Roty). Acesso em: 01 abr. 2026.",Marianne / La Semeuse,"female allegory, Marianne, Semeuse, peace, sowing",True,,1,2,2,2,2,0,2,2,2,2,1.7,normativo,batch-tentative-2026-04-25,2026-04-25T19:23:34.529871+00:00,PENDING_REVIEW — French stamp 1903. Scores tentative.
IT-005,Sottoscrivete al Prestito — Italia Turrita,1917,1917,WWI / Regno d'Italia (1917),WWI / Regno d'Italia (1917),Giovanni Capranesi,Italy,Itália,Affiche lithographique en couleur,Cartaz,cartaz,,https://www.loc.gov/item/2004666216/,,"Italia Turrita com coroa mural, armadura e tricolor italiano, segurando espada apontada contra guerreiro nórdico/germânico avançando sobre montanhas. Publicado em Bérgamo pelo Istituto Italiano d'Arti Grafiche.",Sottoscrivete al Prestito — Italia Turrita,"Italia Turrita, empréstimo de guerra","corpus/candidato, pais/IT, suporte/cartaz, regime/militar, motivo/italia-turrita",True,,1,1,1,1,2,1,1,1,2,2,1.3,militar,iconocode-opus-4.6-metadata-refined,2026-04-07T00:00:00Z,
IT-006,"100 Lire ""Minerva"" — Testa d'Italia laureata",1955-1989,1955,República Italiana (1955-1989),República Italiana (1955-1989),Giuseppe Romagnoli / Pietro Giampaoli,Italy,Itália,Moeda (Acmonital / aço inoxidável),Moeda,moeda,,https://en.numista.com/catalogue/pieces304.html,,"Anverso: cabeça feminina da Italia coroada de louros, virada à esquerda, inspirada em moedas siracusanas (séc. IV a.C.). Reverso: Minerva de pé com lança e loureiro. A Italia laureada é variante secularizada da Italia Turrita.","100 Lire ""Minerva"" — Testa d'Italia laureata","Italia laureata, Minerva","corpus/candidato, pais/IT, suporte/moeda, regime/normativo, motivo/italia-turrita",True,,2,3,3,3,2,3,2,3,3,3,2.7,normativo,iconocode-opus-4.6-metadata-refined,2026-04-07T00:00:00Z,
IT-007,"500 Lire ""Caravelle"" — Italia Turrita",1958-2001,1958,República Italiana (1958-2001),República Italiana (1958-2001),Guido Veroi,Italy,Itália,"Moeda (prata .835, 25g, 37mm)",Moeda,moeda,,https://en.numista.com/catalogue/pieces2716.html,,"Anverso: busto de mulher renascentista com coroa mural (Italia Turrita), cercada por 19 brasões de capitais regionais. Reverso: três caravelas. Inscrição: REPVBBLICA ITALIANA. 97,8M de exemplares.","500 Lire ""Caravelle"" — Italia Turrita","Italia Turrita, caravelas","corpus/candidato, pais/IT, suporte/moeda, regime/normativo, motivo/italia-turrita",True,,2,2,2,2,3,3,2,3,3,3,2.5,normativo,iconocode-opus-4.6-metadata-refined,2026-04-07T00:00:00Z,
IT-008,"Selo ""Siracusana"" — Italia Turrita",1953-1977,1953,República Italiana (1953-1977),República Italiana (1953-1977),Vittorio Grassi,Italy,Itália,Selo postal (rotogravura),Selo,selo,,https://www.lastdodo.com/en/areas/6628487-1953-siracusana,,"Série definitiva mais longeva da República Italiana. Cabeça feminina com coroa de torres e muralhas (corona muralis), inspirada em moeda da antiga Siracusa. Emitida em múltiplas denominações.","Selo ""Siracusana"" — Italia Turrita","Italia Turrita, selo definitivo","corpus/candidato, pais/IT, suporte/selo, regime/normativo, motivo/italia-turrita",True,,2,3,3,3,2,3,3,2,3,3,2.7,normativo,iconocode-opus-4.6-metadata-refined,2026-04-07T00:00:00Z,
MX-001,[Virtudes cardinales: Justica] (La Patria Ilustrada),1889,1889,Porfiriato (1876-1911),Séc. XIX,José Guadalupe Posada,Mexico,México,lithograph,gravura/litografia,estampa/gravura,Library of Congress Prints and Photographs Division,https://www.loc.gov/item/2003656173/,,"Litografia de José Guadalupe Posada publicada na revista mexicana La Patria Ilustrada (Cidade do México, 18 fev. 1889), integrante da série 'Virtudes cardinales' (Virtudes cardinais). A imagem representa a Justiça (Justica/Justitia) como figura feminina alegórica, retomando a iconografia greco-romana da Iustitia em contexto da imprensa ilustrada porfirista. Posada, o mais importante gravador popular mexicano, trabalhou para diversas publicações periódicas e produziu um vocabulário iconográfico de grande alcance para o imaginário político e moral mexicano. O exemplar é conservado na Yale University, Sterling Memorial Library, Latin American Collection, e digitalizado pela Library of Congress.","POSADA, José Guadalupe. [Virtudes cardinales: Justica]. La Patria Ilustrada, Cidade do México, 18 fev. 1889. 1 litografia, 23,5 × 16 cm. Washington: Library of Congress. Disponível em: https://www.loc.gov/item/2003656173/. Acesso em: 28 mar. 2026.","alegoria da Justiça, virtudes cardinais, Justitia, México, imprensa ilustrada oitocentista","alegoria da justiça, Justitia, virtudes cardinais, México, Posada, litografia, imprensa porfirista, feminino",False,"Latin America — only 1 item, no critical mass",1,1,2,1,1,1,2,3,2,1,1.5,normativo,iconocode-opus,2026-03-31T23:00:00Z,
MX-002,Alegoría de la República Mexicana con Símbolos Masónicos,1850,1850,México pós-independência (1850),México pós-independência (1850),Primitivo Miranda,Mexico,México,Aquarela sobre marfim em moldura circular de madeira laqueada,Pintura/Desenho,pintura,,https://mediateca.inah.gob.mx/islandora_74/islandora/object/pintura:3081,,"Miniatura em aquarela sobre marfim. República Mexicana personificada como mulher de azul com bordados dourados, cocar de plumas e coroa de ouro, segurando malho. Acima, triângulo radiante com olho (símbolo maçônico). Primeiro plano: águia com serpente, âncora, compasso, esquadro. Acervo do Museo Nacional de Historia, Castillo de Chapultepec.",Alegoría de la República Mexicana con Símbolos Masónicos,"República Mexicana, maçonaria","corpus/candidato, pais/MX, suporte/pintura, regime/fundacional, #colonialidade-do-ver",True,,0,1,1,0,2,2,1,0,0,2,0.9,fundacional,iconocode-opus-4.6-metadata-refined,2026-04-07T00:00:00Z,
NL-001,"Vrouwe Justitia (nude, with sword and scales)",1500–1600,1500,Renaissance,Renascimento/Moderno Inicial,Anonymous,Netherlands,Países Baixos,Engraving,Gravura/Estampe,estampa/gravura,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Vrouwe-Justitia--13997b5b276f9bbbb36a847da4c3022a,,"16th-century engraving of Vrouwe Justitia — nude, holding sword in right hand, scales at left, appearing to trample a child underfoot. A muscular, powerful rendering of female Justice — far from the idealized classical model.","VROUWE Justitia (nua, com espada e balança). 1500–1600. 1 gravura. Rijksmuseum, Amsterdam. Disponível em: https://www.rijksmuseum.nl/en/collection/object/Vrouwe-Justitia--13997b5b276f9bbbb36a847da4c3022a.","Justitia, Justice, nude allegory, sword, scales","Justitia, nude, sword, scales, Renaissance, Dutch, engraving",False,"Dutch Justitia series — rich for Panofsky method, NL not target country",0,1,0,1,1,0,2,3,1,0,0.9,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
NL-002,Justitia (bust with crown and eye pendant),Unknown,,Early Modern,Renascimento/Moderno Inicial,Unknown,Netherlands,Países Baixos,Bust sculpture,Outro,monumento/escultura,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Justitia--314f580f935ba978fb199ce7abeb0db1,,"Bust of a woman with a crown and a necklace bearing an eye pendant, identified in inscription as Justitia. The all-seeing eye as a Justice attribute — surveillance and omniscience as female qualities of law.","JUSTITIA (busto com coroa e olho pendente). [s.d.]. 1 escultura (busto). Rijksmuseum, Amsterdam. Disponível em: https://www.rijksmuseum.nl/en/collection/object/Justitia--314f580f935ba978fb199ce7abeb0db1.","Justitia, Justice, all-seeing eye, crown","Justitia, bust, crown, all-seeing eye, Dutch, surveillance",False,"Dutch Justitia series — rich for Panofsky method, NL not target country",2,2,2,2,2,1,3,3,1,1,1.9,normativo,iconocode-opus,2026-03-31T23:00:00Z,
NL-003,"Allegorie op de rechtvaardigheid (Allegory of Justice, enthroned)",17th century,1650,Baroque,Barroco/Rococó,Unknown,Netherlands,Países Baixos,Print (title page),Gravura/Estampe,frontispício,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/object/Allegorie-op-de-rechtvaardigheid--a26144337b14ab57eb5ca23025308032,,"Title page with enthroned Justice (Rechtvaardigheid) on a pedestal. At her feet, attributes symbolizing worldly power. The throne-composition as a visual argument for the sovereignty of law over political authority.","ALLEGORIE op de rechtvaardigheid. Século XVII. 1 gravura (página de título). Rijksmuseum, Amsterdam. Disponível em: https://www.rijksmuseum.nl/en/collection/object/Allegorie-op-de-rechtvaardigheid--a26144337b14ab57eb5ca23025308032.","Justitia, Justice, enthroned, sovereignty of law","Justitia, enthroned, Baroque, Dutch, title page, sovereignty",False,"Dutch Justitia series — rich for Panofsky method, NL not target country",1,2,2,1,2,3,2,3,2,2,2.0,normativo,iconocode-opus,2026-03-31T23:00:00Z,
NL-004,Rechtvaardigheid (Justitia),1585–1589,1587,Early Modern (16th–17th century),Renascimento/Moderno Inicial,"Jacob Matham (attr.), naar Hendrick Goltzius",Netherlands,Países Baixos,Engraving,Gravura,estampa/gravura,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.296,,"Engraving depicting Justice (Justitia) as a female allegorical figure, attributed to Jacob Matham after a design by Hendrick Goltzius. Part of a series on the virtues. Justitia shown standing, holding a sword and scales, blindfolded.","MATHAM, Jacob (attr.). Rechtvaardigheid (Justitia). 1585–1589. 1 gravura. Rijksmuseum, Amsterdam. Disponível em: https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.296.","Justitia, Alegoria feminina, Espada, Balança","Justitia, female allegory, Justice, Dutch Golden Age, Goltzius, virtue series",False,"Dutch Justitia series — rich for Panofsky method, NL not target country",1,1,1,1,1,0,2,3,1,0,1.1,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
NL-005,Vrouwe Justitia voor het oordeel van Zaleucus en het oordeel van Cambyses,1590–1638,1614,Early Modern (16th–17th century),Renascimento/Moderno Inicial,Willem Jacobsz Delff,Netherlands,Países Baixos,Engraving,Gravura,estampa/gravura,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/RP-P-1883-A-6992,,Engraving by Willem Jacobsz Delff depicting Lady Justice (Vrouwe Justitia) presiding over the Judgment of Zaleucus and the Judgment of Cambyses — two classical exempla of justice. Female allegorical figure with sword and scales flanked by historical judicial scenes.,"DELFF, Willem Jacobsz. Vrouwe Justitia voor het oordeel van Zaleucus en het oordeel van Cambyses. 1590–1638. 1 gravura. Rijksmuseum, Amsterdam. Disponível em: https://www.rijksmuseum.nl/en/collection/RP-P-1883-A-6992.","Justitia, Alegoria feminina, Julgamento, Espada, Balança","Justitia, female allegory, Justice, exempla iustitiae, Cambyses, Zaleucus, Dutch Golden Age",False,"Dutch Justitia series — rich for Panofsky method, NL not target country",0,0,1,1,0,0,0,3,1,0,0.6,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
NL-006,Rechtvaardigheid (Justitia),1597,1597,Early Modern (16th–17th century),Renascimento/Moderno Inicial,"Jacob Matham, naar Hendrick Goltzius",Netherlands,Países Baixos,Engraving,Gravura,estampa/gravura,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.124,,"Engraving of Justice (Justitia) as a female allegorical figure, made by Jacob Matham after Hendrick Goltzius in 1597. Part of the series depicting the Four Cardinal Virtues. Justitia stands with sword and scales.","MATHAM, Jacob. Rechtvaardigheid (Justitia). 1597. 1 gravura. Rijksmuseum, Amsterdam. Disponível em: https://www.rijksmuseum.nl/en/collection/RP-P-OB-27.124.","Justitia, Alegoria feminina, Espada, Balança","Justitia, female allegory, Justice, Dutch Golden Age, Goltzius, cardinal virtues",False,"Dutch Justitia series — rich for Panofsky method, NL not target country",0,1,0,1,1,0,2,3,1,0,0.9,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
NL-007,Rechtvaardigheid (Justitia) / Iustitia,1585–1637,1610,Early Modern (16th–17th century),Renascimento/Moderno Inicial,"Anoniem, naar Hendrick Goltzius / Jacob Matham",Netherlands,Países Baixos,Engraving,Gravura,estampa/gravura,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/RP-P-1882-A-6499,,Anonymous engraving of Justice (Iustitia) after the design tradition of Hendrick Goltzius and Jacob Matham. Female allegorical figure representing Justitia with the traditional attributes of sword and scales. Undated impression from the period 1585–1637.,"ANONIEM. Rechtvaardigheid (Justitia) / Iustitia. 1585–1637. 1 gravura. Rijksmuseum, Amsterdam. Disponível em: https://www.rijksmuseum.nl/en/collection/RP-P-1882-A-6499.","Justitia, Alegoria feminina, Espada, Balança","Justitia, female allegory, Justice, Dutch Golden Age, Goltzius tradition, anonymous",False,"Dutch Justitia series — rich for Panofsky method, NL not target country",0,1,0,1,1,0,2,3,1,0,0.9,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
NL-008,Rechtvaardigheid (Justitia),1593,1593,Early Modern (16th–17th century),Renascimento/Moderno Inicial,Jacob Matham,Netherlands,Países Baixos,Engraving,Gravura,estampa/gravura,Rijksmuseum,https://www.rijksmuseum.nl/en/collection/RP-P-1887-A-12280,,"Engraving of Justice (Rechtvaardigheid / Justitia) by Jacob Matham, 1593. Female allegorical figure in classical dress, holding the sword and scales — canonical attributes of Justitia in Northern European legal iconography of the late 16th century.","MATHAM, Jacob. Rechtvaardigheid (Justitia). 1593. 1 gravura. Rijksmuseum, Amsterdam. Disponível em: https://www.rijksmuseum.nl/en/collection/RP-P-1887-A-12280.","Justitia, Alegoria feminina, Espada, Balança","Justitia, female allegory, Justice, Dutch Golden Age, Matham",False,"Dutch Justitia series — rich for Panofsky method, NL not target country",0,1,0,1,1,0,2,3,1,0,0.9,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
PT-001,Justiça popular (UDP political poster),c. 1975,1975,Carnation Revolution (1974–1976),Séc. XX,União Democrática Popular (UDP),Portugal,Portugal,Political poster (cartaz),Cartaz,cartaz,Biblioteca Nacional Digital (BND Portugal),https://bndigital.bnportugal.gov.pt/records/item/17148-justica-popular,"https://bndigital.bnportugal.gov.pt/i/?IIIF=/c7/6e/8e/87/c76e8e87-15a8-464f-bc44-1c87dfdd8953/iiif/ct-117-g-cx_0000_000001.tif/full/!256,256/0/default.jpg","Political poster from the Portuguese revolutionary period (post-Carnation Revolution, 1974): 'Popular Justice: the PIDE agent who murdered Dias Coelho will be judged at the people's cost!' Justice invoked in revolutionary political context — a moment when the concept of Justice was being radically renegotiated.",UNIÃO DEMOCRÁTICA POPULAR. Justiça popular: o Pide que assassinou Dias Coelho vai ser julgado nas costas do povo! [1975?]. 1 cartaz. Biblioteca Nacional de Portugal. Disponível em: https://bndigital.bnportugal.gov.pt/records/item/17148-justica-popular.,"Justiça popular, Revolução, Cartaz político","popular justice, Carnation Revolution, political poster, Portugal, UDP",False,Post-1974 revolutionary poster — interesting but isolated,2,2,2,2,2,2,2,1,2,2,1.9,militar,iconocode-opus,2026-03-31T23:00:00Z,
PT-002,Alegoria à História (female allegorical engraving),c. 1600,1600,Early Modern (16th–17th century),Renascimento/Moderno Inicial,Unknown,Portugal,Portugal,"Engraving (gravura, água-forte, p&b)",Gravura/Estampe,estampa/gravura,Biblioteca Nacional Digital (BND Portugal),https://bndigital.bnportugal.gov.pt/records/item/39213-alegoria-a-historia,"https://bndigital.bnportugal.gov.pt/i/?IIIF=/b3/e4/a7/5d/b3e4a75d-d38e-45ca-9c5b-2614e7f5b2bd/iiif/e-900-v_0000_000001.tif/full/!256,256/0/default.jpg","Historical allegorical engraving featuring female figures representing History. An early modern Portuguese example of the female allegorical tradition — History personified as a woman, part of the same visual vocabulary that produced Justice and Republic figures.","[ALEGORIA à História]. c. 1600. 1 gravura, água-forte, p&b. Biblioteca Nacional de Portugal. Disponível em: https://bndigital.bnportugal.gov.pt/records/item/39213-alegoria-a-historia.","Alegoria, História, Figura feminina, Gravura","History allegory, female figure, engraving, early modern, Portugal",False,Allegory of History — not juridical-political function,1,1,1,1,1,0,0,2,1,0,0.8,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
PT-003,Alegoria à Morte (Pierre Antoine Quillard),1730,1730,Baroque / Joanine (18th century),Barroco/Rococó,Pierre Antoine Quillard (1701–1733),Portugal,Portugal,Engraving (gravura),Gravura/Estampe,estampa/gravura,Biblioteca Nacional Digital (BND Portugal),https://bndigital.bnportugal.gov.pt/records/item/37491-alegoria-a-morte,"https://bndigital.bnportugal.gov.pt/i/?IIIF=/ae/8d/15/76/ae8d1576-002e-4678-af6f-cde5bdb3a602/iiif/e-4395-p_0000_1-2_p24-C-R0150_000001.tif/full/!256,256/0/default.jpg","Allegorical engraving representing Death, part of a series of allegorical works by the French-Portuguese artist Quillard produced in Lisbon. Demonstrates the French-Portuguese artistic exchange in allegorical visual culture during the Baroque period.","QUILLARD, Pierre Antoine. Alegoria à Morte. 1730. 1 gravura. Biblioteca Nacional de Portugal. Disponível em: https://bndigital.bnportugal.gov.pt/records/item/37491-alegoria-a-morte.","Alegoria, Morte, Gravura barroca","Death allegory, Baroque, French-Portuguese, engraving, Quillard",False,Allegory of Death — not juridical-political function,1,1,1,1,1,0,0,2,1,0,0.8,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
